event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
6c59c405300d92e1f033fac395596942,2026-06-08T13:45:00Z,Katie Boulter,Leylah Fernandez,1.87,2.03,0.5205,0.4795,Pinnacle,tennis_wta_queens_club_champ,eu
b36d8544a11864ebc1e4887391fcf772,2026-06-08T14:00:00Z,Harriet Dart,Liudmila Samsonova,2.92,1.46,0.3333,0.6667,Pinnacle,tennis_wta_queens_club_champ,eu
26f443e27615890669a90bbd17aa4751,2026-06-08T14:00:00Z,Jaqueline Cristian,Qinwen Zheng,3.48,1.35,0.2795,0.7205,Pinnacle,tennis_wta_queens_club_champ,eu
819cc37eafafce8fabb477facb50acc7,2026-06-08T14:00:00Z,Karolina Pliskova,McCartney Kessler,1.76,2.17,0.5522,0.4478,Pinnacle,tennis_wta_queens_club_champ,eu
daa279b72aed6d97b05cef9440c3242f,2026-06-08T15:45:00Z,Francesca Jones,Laura Siegemund,3.19,1.4,0.3050,0.6950,Pinnacle,tennis_wta_queens_club_champ,eu
7caf549cae65d3adbd653eb046e61d1e,2026-06-09T09:00:00Z,Alexandra Eala,Shuai Zhang,1.5,2.25,0.6000,0.4000,Winamax (FR),tennis_wta_queens_club_champ,eu
eb0c12e4481faa4e7ee0b7be775cb618,2026-06-09T09:00:00Z,Anna Blinkova,Emma Raducanu,2.7,1.34,0.3317,0.6683,Winamax (FR),tennis_wta_queens_club_champ,eu
b93198aca1b801ade9445c8c2437cc01,2026-06-09T09:00:00Z,Antonia Ruzic,Iva Jović,3.7,1.25,0.2525,0.7475,Betfair,tennis_wta_queens_club_champ,eu
21cb90c961271db50f721971d4a58970,2026-06-09T09:00:00Z,Maddison Inglis,Sorana Cirstea,3.9,1.16,0.2292,0.7708,Winamax (FR),tennis_wta_queens_club_champ,eu
11a68809ef46913716cc3f09421c5328,2026-06-09T09:00:00Z,Maria Sakkari,Tatjana Maria,1.58,2.05,0.5647,0.4353,Winamax (FR),tennis_wta_queens_club_champ,eu
19ffd964db2e522e7a4aa5bba7684777,2026-06-09T09:00:00Z,Marie Bouzkova,Polina Kudermetova,1.38,3,0.6849,0.3151,Unibet (FR),tennis_wta_queens_club_champ,eu
