event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
2ac7616520204db52b3f7c062e3347c9,2026-04-10T12:00:00Z,Felix Auger-Aliassime,Jannik Sinner,7,1.15,0.1411,0.8589,Betfair,tennis_atp_monte_carlo_masters,eu
c9050ece9bf4947a9eeacf94289cf0e0,2026-04-10T13:45:00Z,Alexander Bublik,Carlos Alcaraz,11.1,1.06,0.0872,0.9128,1xBet,tennis_atp_monte_carlo_masters,eu
9e8c009d9a2460ca6d529bba941e4f79,2026-04-10T15:15:00Z,Alex de Minaur,Valentin Vacherot,1.48,2.8,0.6542,0.3458,1xBet,tennis_atp_monte_carlo_masters,eu
