event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
113011aa5c97b7885c988c0096b4fa2b,2025-10-26T10:00:00Z,Botic van de Zandschulp,Ethan Quinn,1.58,2.41,0.6040,0.3960,Pinnacle,tennis_atp_paris_masters,eu
54631b971ac5ab01d89d40e99ac8f930,2025-10-26T10:00:00Z,Sebastian Korda,Valentin Royer,1.56,2.47,0.6129,0.3871,Pinnacle,tennis_atp_paris_masters,eu
9ffe975c5f9a477e2b98026c7d31388d,2025-10-26T12:00:00Z,Aleksandar Kovacevic,Damir Dzumhur,1.83,1.99,0.5209,0.4791,Pinnacle,tennis_atp_paris_masters,eu
f29070f0958c2f95f1fd668a0a41af62,2025-10-26T12:00:00Z,David Goffin,Francisco Comesana,1.78,2.06,0.5365,0.4635,Pinnacle,tennis_atp_paris_masters,eu
6372766b3450d8cc51011df107a0be9c,2025-10-27T10:00:00Z,Alex Michelsen,Zizou Bergs,2.08,1.81,0.4653,0.5347,Pinnacle,tennis_atp_paris_masters,eu
eddb7c340c6f77f3ddcdef148d8bbc72,2025-10-27T10:00:00Z,Alexander Bublik,Alexei Popyrin,1.49,2.78,0.6511,0.3489,Pinnacle,tennis_atp_paris_masters,eu
cfcdb1859efe7102d8a9bd4b76f29c3f,2025-10-27T10:00:00Z,Alexandre Muller,Brandon Nakashima,4.07,1.27,0.2378,0.7622,Pinnacle,tennis_atp_paris_masters,eu
be2a9899844924ffd0f76846cc6d312a,2025-10-27T10:00:00Z,Arthur Cazaux,Luciano Darderi,1.43,2.8,0.6619,0.3381,Unibet (NL),tennis_atp_paris_masters,eu
e194147c5f11860c1d862726febec08e,2025-10-27T10:00:00Z,Arthur Rinderknech,Fabian Marozsan,1.85,1.94,0.5119,0.4881,Unibet (NL),tennis_atp_paris_masters,eu
592027edcdf5c8fd8aa545448d671e7f,2025-10-27T10:00:00Z,Benjamin Bonzi,Karen Khachanov,3.14,1.4,0.3084,0.6916,Pinnacle,tennis_atp_paris_masters,eu
cca6e7978a387c00b90de17d39f52b15,2025-10-27T10:00:00Z,Cameron Norrie,Sebastian Baez,1.25,4.32,0.7756,0.2244,Pinnacle,tennis_atp_paris_masters,eu
b0725cbc265dbea52ff264fba940284c,2025-10-27T10:00:00Z,Daniel Altmaier,Marcos Giron,2.67,1.52,0.3628,0.6372,Pinnacle,tennis_atp_paris_masters,eu
5aa4e19d480767cb76c1fae84552ff61,2025-10-27T10:00:00Z,Daniil Medvedev,Jaume Munar,1.32,3.4,0.7203,0.2797,Nordic Bet,tennis_atp_paris_masters,eu
8a3130123e0d69295208fe6e05eb7e34,2025-10-27T10:00:00Z,Denis Shapovalov,Joao Fonseca,2.02,1.79,0.4698,0.5302,Unibet (NL),tennis_atp_paris_masters,eu
fe10f932bbe73bb501bfbe38691f2755,2025-10-27T10:00:00Z,Flavio Cobolli,Tomas Machac,1.79,2.02,0.5302,0.4698,Unibet (NL),tennis_atp_paris_masters,eu
124dd1dbab4670fc2cd7b7aa6043aae7,2025-10-27T10:00:00Z,Gabriel Diallo,Tallon Griekspoor,1.92,1.89,0.4961,0.5039,Nordic Bet,tennis_atp_paris_masters,eu
c70b554809715bbf6d25fe69dae367ce,2025-10-27T10:00:00Z,Giovanni Mpetshi Perricard,Grigor Dimitrov,1.54,2.6,0.6280,0.3720,Pinnacle,tennis_atp_paris_masters,eu
4822bce9bb09acb098800cd044cb380a,2025-10-27T10:00:00Z,Jiri Lehecka,Valentin Vacherot,1.44,2.8,0.6604,0.3396,Nordic Bet,tennis_atp_paris_masters,eu
47a41cc30d2918ba7ff0cee7f87d9b2a,2025-10-27T10:00:00Z,Learner Tien,Nuno Borges,1.64,2.25,0.5784,0.4216,Unibet (NL),tennis_atp_paris_masters,eu
