event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
aeec21a5f7fe32430d8b5750417818e4,2026-04-27T09:00:00Z,Alejandro Davidovich Fokina,Casper Ruud,2.84,1.47,0.3411,0.6589,1xBet,tennis_atp_madrid_open,eu
1316672a40d5dd708e895d03da6da66b,2026-04-27T10:30:00Z,Daniel Merida Aguilar,Stefanos Tsitsipas,2.84,1.47,0.3411,0.6589,1xBet,tennis_atp_madrid_open,eu
0e3751c93252378ef24b46311d3f88e9,2026-04-27T12:00:00Z,Daniil Medvedev,Nicolai Budkov Kjaer,1.36,3.38,0.7131,0.2869,1xBet,tennis_atp_madrid_open,eu
21ed7223a602a4f00386e9f5f4773dbc,2026-04-27T13:00:00Z,Francisco Cerundolo,Luciano Darderi,1.49,2.76,0.6494,0.3506,1xBet,tennis_atp_madrid_open,eu
65f8c4330ae776ff0bfbfc196ade4550,2026-04-27T14:30:00Z,Alexander Blockx,Felix Auger-Aliassime,3.1,1.41,0.3126,0.6874,1xBet,tennis_atp_madrid_open,eu
8a5fa68e9f51001d4b0636eae37a0a88,2026-04-27T16:00:00Z,Adolfo Daniel Vallejo,Flavio Cobolli,2.58,1.55,0.3753,0.6247,1xBet,tennis_atp_madrid_open,eu
be341423f1418adc2169fdced6ef18c8,2026-04-27T18:00:00Z,Alexander Zverev,Terence Atmane,1.19,5.32,0.8172,0.1828,1xBet,tennis_atp_madrid_open,eu
7e7b64040578f4bd3d91c13cbad10758,2026-04-27T18:30:00Z,Jakub Mensik,Karen Khachanov,1.69,2.28,0.5743,0.4257,1xBet,tennis_atp_madrid_open,eu
32b6ed4053c6473c621c18f950701254,2026-04-28T08:00:00Z,Arthur Fils,Tomas Martin Etcheverry,1.34,3.52,0.7243,0.2757,1xBet,tennis_atp_madrid_open,eu
c922b6b9d492ae1204ddc8282755a1fc,2026-04-28T08:00:00Z,Cameron Norrie,Jannik Sinner,24,1.01,0.0404,0.9596,1xBet,tennis_atp_madrid_open,eu
7816e67c7b9aa0201ee508cfbc901445,2026-04-28T08:00:00Z,Rafael Jodar,Vit Kopriva,1.17,3.8,0.7646,0.2354,Unibet (FR),tennis_atp_madrid_open,eu
7cee3cf3065c5969ec36baf58d2aded5,2026-04-28T09:00:00Z,Jiri Lehecka,Lorenzo Musetti,2.45,1.61,0.3966,0.6034,1xBet,tennis_atp_madrid_open,eu
cd3033b9fb7f7ef7f31355b2ae945dd6,2026-04-27T09:00:00Z,Ann Li,Leylah Fernandez,2.4,1.55,0.3924,0.6076,Unibet (FR),tennis_wta_madrid_open,eu
9505ebd2c906f423f47ecb0deef2a524,2026-04-27T09:00:00Z,Belinda Bencic,Hailey Baptiste,1.37,3.05,0.6900,0.3100,Unibet (FR),tennis_wta_madrid_open,eu
4809164c082df84afc04e4defe58cdb7,2026-04-27T11:00:00Z,Aryna Sabalenka,Naomi Osaka,1.12,6.2,0.8470,0.1530,Nordic Bet,tennis_wta_madrid_open,eu
e7b7fca3fe2d8bbc2675c3592f520b35,2026-04-27T11:00:00Z,Karolina Pliskova,Solana Sierra,1.61,2.45,0.6034,0.3966,1xBet,tennis_wta_madrid_open,eu
6d5c2c364dc7db4739d21eea97e9d626,2026-04-27T13:00:00Z,Anna Bondár,Mirra Andreeva,4.6,1.2,0.2069,0.7931,Betsson,tennis_wta_madrid_open,eu
d186a026194e485039ff654f545daa8d,2026-04-27T14:00:00Z,Coco Gauff,Linda Noskova,1.61,2.45,0.6034,0.3966,Coolbet,tennis_wta_madrid_open,eu
04b44af596bbb3d85147a3e8f37c8422,2026-04-27T17:00:00Z,Caty McNally,Marta Kostyuk,5.53,1.18,0.1759,0.8241,1xBet,tennis_wta_madrid_open,eu
35df64fdab0c4d7f1b43bf0d5893246f,2026-04-27T19:00:00Z,Anastasia Potapova,Elena Rybakina,6.2,1.13,0.1542,0.8458,Matchbook,tennis_wta_madrid_open,eu
