event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
54631b971ac5ab01d89d40e99ac8f930,2025-10-26T10:00:00Z,Sebastian Korda,Valentin Royer,1.54,2.53,0.6216,0.3784,Pinnacle,tennis_atp_paris_masters,eu
f29070f0958c2f95f1fd668a0a41af62,2025-10-26T12:00:00Z,David Goffin,Francisco Comesana,1.64,2.31,0.5848,0.4152,Pinnacle,tennis_atp_paris_masters,eu
9ffe975c5f9a477e2b98026c7d31388d,2025-10-26T13:00:00Z,Aleksandar Kovacevic,Damir Dzumhur,2.07,1.79,0.4637,0.5363,Pinnacle,tennis_atp_paris_masters,eu
60c8ec2eb9e7e8c273786ca62791cbd9,2025-10-26T14:00:00Z,Jacob Fearnley,Yannick Hanfmann,1.74,2.14,0.5515,0.4485,Pinnacle,tennis_atp_paris_masters,eu
ee56bad76b61eb8465650e4aa167ebcf,2025-10-26T14:00:00Z,Jesper De Jong,Tomas Martin Etcheverry,2.47,1.57,0.3886,0.6114,Pinnacle,tennis_atp_paris_masters,eu
efcf8e4c47fb7606dfacdb95fcffadd7,2025-10-26T16:00:00Z,Aleksandar Vukic,Reilly Opelka,2.64,1.5,0.3623,0.6377,Pinnacle,tennis_atp_paris_masters,eu
6372766b3450d8cc51011df107a0be9c,2025-10-27T10:00:00Z,Alex Michelsen,Zizou Bergs,2.13,1.79,0.4566,0.5434,Pinnacle,tennis_atp_paris_masters,eu
eddb7c340c6f77f3ddcdef148d8bbc72,2025-10-27T10:00:00Z,Alexander Bublik,Alexei Popyrin,1.47,2.88,0.6621,0.3379,Pinnacle,tennis_atp_paris_masters,eu
cfcdb1859efe7102d8a9bd4b76f29c3f,2025-10-27T10:00:00Z,Alexandre Muller,Brandon Nakashima,4.13,1.27,0.2352,0.7648,Pinnacle,tennis_atp_paris_masters,eu
be2a9899844924ffd0f76846cc6d312a,2025-10-27T10:00:00Z,Arthur Cazaux,Luciano Darderi,1.41,2.9,0.6729,0.3271,Unibet (NL),tennis_atp_paris_masters,eu
592027edcdf5c8fd8aa545448d671e7f,2025-10-27T10:00:00Z,Benjamin Bonzi,Karen Khachanov,3.2,1.4,0.3043,0.6957,Pinnacle,tennis_atp_paris_masters,eu
cca6e7978a387c00b90de17d39f52b15,2025-10-27T10:00:00Z,Cameron Norrie,Sebastian Baez,1.25,4.39,0.7784,0.2216,Pinnacle,tennis_atp_paris_masters,eu
b0725cbc265dbea52ff264fba940284c,2025-10-27T10:00:00Z,Daniel Altmaier,Marcos Giron,2.47,1.6,0.3931,0.6069,Pinnacle,tennis_atp_paris_masters,eu
fe10f932bbe73bb501bfbe38691f2755,2025-10-27T10:00:00Z,Flavio Cobolli,Tomas Machac,1.79,2.02,0.5302,0.4698,Unibet (NL),tennis_atp_paris_masters,eu
c70b554809715bbf6d25fe69dae367ce,2025-10-27T10:00:00Z,Giovanni Mpetshi Perricard,Grigor Dimitrov,1.55,2.61,0.6274,0.3726,Pinnacle,tennis_atp_paris_masters,eu
e194147c5f11860c1d862726febec08e,2025-10-27T11:10:00Z,Arthur Rinderknech,Fabian Marozsan,1.85,1.94,0.5119,0.4881,Unibet (NL),tennis_atp_paris_masters,eu
47a41cc30d2918ba7ff0cee7f87d9b2a,2025-10-27T11:10:00Z,Learner Tien,Nuno Borges,1.64,2.25,0.5784,0.4216,Unibet (NL),tennis_atp_paris_masters,eu
5aa4e19d480767cb76c1fae84552ff61,2025-10-28T10:00:00Z,Daniil Medvedev,Jaume Munar,1.32,3.4,0.7203,0.2797,Nordic Bet,tennis_atp_paris_masters,eu
8a3130123e0d69295208fe6e05eb7e34,2025-10-28T10:00:00Z,Denis Shapovalov,Joao Fonseca,2.02,1.79,0.4698,0.5302,Unibet (NL),tennis_atp_paris_masters,eu
124dd1dbab4670fc2cd7b7aa6043aae7,2025-10-28T10:00:00Z,Gabriel Diallo,Tallon Griekspoor,1.92,1.89,0.4961,0.5039,Nordic Bet,tennis_atp_paris_masters,eu
4822bce9bb09acb098800cd044cb380a,2025-10-28T10:00:00Z,Jiri Lehecka,Valentin Vacherot,1.44,2.8,0.6604,0.3396,Nordic Bet,tennis_atp_paris_masters,eu
