event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
95ae178e515210b9f4e2716aedd7ac88,2026-01-12T23:00:00Z,Alvaro Guillen Meza,Thiago Seyboth Wild,2.8,1.46,0.3427,0.6573,Pinnacle,tennis_atp_aus_open_singles,eu
5f05b07471cc015319f1f27b0482f955,2026-01-12T23:00:00Z,Chun-Hsin Tseng,Martin Landaluce,2.46,1.57,0.3896,0.6104,Pinnacle,tennis_atp_aus_open_singles,eu
0d6aeca893ae2e85a3593f585622a97d,2026-01-12T23:00:00Z,Francesco Maestrelli,Lorenzo Giustino,1.64,2.31,0.5848,0.4152,Pinnacle,tennis_atp_aus_open_singles,eu
315890f337dd66554a0f5c5b54ca883c,2026-01-12T23:00:00Z,James McCabe,Pavle Marinkov,1.14,6,0.8403,0.1597,Pinnacle,tennis_atp_aus_open_singles,eu
9c1d03eb80680ecf61e7ed75ab84a3da,2026-01-12T23:00:00Z,Nicolai Budkov Kjaer,Yosuke Watanuki,1.81,2.05,0.5311,0.4689,Pinnacle,tennis_atp_aus_open_singles,eu
e410163cb80b79a053bc018a5dd0cc95,2026-01-13T01:00:00Z,Alex Bolt,Elias Ymer,1.53,2.57,0.6268,0.3732,Pinnacle,tennis_atp_aus_open_singles,eu
6b4573b1ade045f75675e14cbd548007,2026-01-13T01:00:00Z,Billy Harris,Chris Rodesch,2.28,1.66,0.4213,0.5787,Pinnacle,tennis_atp_aus_open_singles,eu
6b7e7ec73ceda17a54683e0f14bc597c,2026-01-13T01:00:00Z,Chak Lam Coleman Wong,Ugo Blanchet,1.58,2.43,0.6060,0.3940,Pinnacle,tennis_atp_aus_open_singles,eu
b70a31222f6f9be5dd65334c9966c07d,2026-01-13T01:00:00Z,Elmer Moller,Marc Polmans,1.81,2.04,0.5299,0.4701,Pinnacle,tennis_atp_aus_open_singles,eu
fa8466a801d8dc80ace72a8ce4a51a8f,2026-01-13T01:00:00Z,Li Tu,Rafael Jodar,6.15,1.14,0.1564,0.8436,Pinnacle,tennis_atp_aus_open_singles,eu
39656ffc2d484e76101269ec1da5af31,2026-01-13T01:00:00Z,Mitchell Krueger,Wu Yibing,3.99,1.26,0.2400,0.7600,Pinnacle,tennis_atp_aus_open_singles,eu
26402083b04eafc93d7b3f98881eb986,2026-01-13T01:00:00Z,Nicolas Mejia,Otto Virtanen,2.91,1.43,0.3295,0.6705,Pinnacle,tennis_atp_aus_open_singles,eu
a1c1be5cf01da22efd04473829193733,2026-01-13T03:00:00Z,Cruz Hewitt,Michael Zheng,8.44,1.09,0.1144,0.8856,Pinnacle,tennis_atp_aus_open_singles,eu
801378e20c0811a1e644a51f1be08d1b,2026-01-13T03:00:00Z,Harold Mayot,Jason Kubler,1.79,2.07,0.5363,0.4637,Pinnacle,tennis_atp_aus_open_singles,eu
1f3b9b41f447805a1112b00f7c32f3c6,2026-01-13T03:00:00Z,Marcelo Tomas Barrios Vera,Sascha Gueymard Wayenburg,1.6,2.4,0.6000,0.4000,Pinnacle,tennis_atp_aus_open_singles,eu
81f7d12a68100946cec624c347d5b67b,2026-01-13T03:00:00Z,Nicolas Moreno De Alboran,Vilius Gaubas,1.74,2.14,0.5515,0.4485,Pinnacle,tennis_atp_aus_open_singles,eu
c3373acbb91b0087204773afdfc8354d,2026-01-13T05:00:00Z,Alex Molcan,Sho Shimabukuro,2.07,1.78,0.4623,0.5377,Pinnacle,tennis_atp_aus_open_singles,eu
f4409ad94aaa42366be2361572b45fb7,2026-01-13T05:00:00Z,Alexander Blockx,Marco Cecchinato,1.05,12.71,0.9237,0.0763,Pinnacle,tennis_atp_aus_open_singles,eu
8264a09ad49add692085a19be12b36c6,2026-01-13T05:00:00Z,Daniel Elahi Galan,Hugo Grenier,2.08,1.78,0.4611,0.5389,Pinnacle,tennis_atp_aus_open_singles,eu
47cc385773b0c0406470ada7bc85f824,2026-01-13T05:00:00Z,Dmitry Popko,Mackenzie McDonald,4.91,1.19,0.1951,0.8049,Pinnacle,tennis_atp_aus_open_singles,eu
2c86e756798b82897133d6cf8b955072,2026-01-13T05:00:00Z,Hady Habib,Zachary Svajda,2.48,1.56,0.3861,0.6139,Pinnacle,tennis_atp_aus_open_singles,eu
4e714ca1474bd6c0453e93532d82d6fe,2026-01-13T05:00:00Z,Jan Choinski,Leandro Riedi,2.04,1.81,0.4701,0.5299,Pinnacle,tennis_atp_aus_open_singles,eu
3ad1a47da99e34dcb45b7662f0a7d6d0,2026-01-13T05:00:00Z,Juan Pablo Ficovich,Jurij Rodionov,3.33,1.35,0.2885,0.7115,Pinnacle,tennis_atp_aus_open_singles,eu
3e5b2eb4c252f908ec93bb233692916e,2026-01-13T05:00:00Z,Kei Nishikori,Kimmer Coppejans,1.51,2.63,0.6353,0.3647,Pinnacle,tennis_atp_aus_open_singles,eu
e60522138f763d224743135b08f177e7,2026-01-13T05:00:00Z,Liam Draxl,Moerani Bouzige,1.12,6.69,0.8566,0.1434,Pinnacle,tennis_atp_aus_open_singles,eu
8a7eaabf7afae803b0f2868f6229e859,2026-01-13T07:00:00Z,Adolfo Daniel Vallejo,Rodrigo Pacheco Mendez,1.7,2.2,0.5641,0.4359,Pinnacle,tennis_atp_aus_open_singles,eu
df6e8552211068cf3bcc016f1e2ca029,2026-01-13T07:00:00Z,Arthur Gea,Zdenek Kolar,1.28,3.78,0.7470,0.2530,Pinnacle,tennis_atp_aus_open_singles,eu
5175e93dd0ef076b9cbe1d2adf7d5982,2026-01-13T07:00:00Z,Federico Coria,Lloyd Harris,2.55,1.54,0.3765,0.6235,Pinnacle,tennis_atp_aus_open_singles,eu
fad5da24eb1d2df9f61b267d0c881ca9,2026-01-13T07:00:00Z,Roman Andres Burruchaga,Ryan Peniston,1.56,2.48,0.6139,0.3861,Pinnacle,tennis_atp_aus_open_singles,eu
