event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
74dd3f46547ada7019ee9f424ddc8df0,2026-08-03T15:00:00Z,Alexis Galarneau,Vit Kopriva,1.86,2.03,0.5219,0.4781,Pinnacle,tennis_atp_canadian_open,eu
f709354ee8468a68f8cd8a020e75b699,2026-08-03T15:00:00Z,Christopher O'Connell,James Duckworth,1.7,2.27,0.5718,0.4282,Coolbet,tennis_atp_canadian_open,eu
e9ee4abeb226d92133c912d5b1d2eefe,2026-08-03T15:00:00Z,Luca Van Assche,Titouan Droguet,1.87,2.02,0.5193,0.4807,Coolbet,tennis_atp_canadian_open,eu
ac67d3a7c8aea695d06a175c5df32e69,2026-08-03T15:00:00Z,Mariano Navone,Matteo Berrettini,2.69,1.52,0.3610,0.6390,Pinnacle,tennis_atp_canadian_open,eu
ebf84115a5515cbf9115f35102d69d3d,2026-08-03T15:00:00Z,Martin Landaluce,Nicolas Mejia,1.4,2.9,0.6744,0.3256,888sport,tennis_atp_canadian_open,eu
1b43ef0a26cd2d053abf7677cdbda305,2026-08-03T16:10:00Z,Aleksandar Vukic,Daniel Altmaier,1.67,2.32,0.5815,0.4185,Coolbet,tennis_atp_canadian_open,eu
4507bf7e74c2470db574de51cd05fa0f,2026-08-03T16:10:00Z,Benjamin Bonzi,Yannick Hanfmann,2.08,1.82,0.4667,0.5333,Coolbet,tennis_atp_canadian_open,eu
99f056f73df7df8250dc68a78321b005,2026-08-03T16:10:00Z,Marin Cilic,Sho Shimabukuro,1.73,2.1,0.5483,0.4517,888sport,tennis_atp_canadian_open,eu
308af4d9a1ee36ced544dc307e3a0967,2026-08-03T16:50:00Z,Corentin Moutet,Marton Fucsovics,1.91,1.98,0.5090,0.4910,Pinnacle,tennis_atp_canadian_open,eu
32fd756d34f7d41943763c9994e5fee9,2026-08-03T17:00:00Z,Gabriel Diallo,Kyrian Jacquet,1.81,1.99,0.5237,0.4763,Marathon Bet,tennis_atp_canadian_open,eu
