event_id,start,player1,player2,odds1,odds2,prob1,prob2,bookmaker,sport_key,region
fe5828025c54f04efdd1b4d0bc7a8940,2026-02-18T10:30:00Z,Karen Khachanov,Marton Fucsovics,1.45,2.75,0.6548,0.3452,Coolbet,tennis_atp_qatar_open,eu
a990ee6cc5ff66f59c5302b935017e1e,2026-02-18T12:25:00Z,Arthur Fils,Quentin Halys,1.37,3.22,0.7015,0.2985,1xBet,tennis_atp_qatar_open,eu
f0db2ca394a60e15c47ddc659f86a27a,2026-02-18T12:30:00Z,Jiri Lehecka,Zizou Bergs,1.48,2.73,0.6485,0.3515,1xBet,tennis_atp_qatar_open,eu
a52d261e95ed21b204e822a159556aab,2026-02-18T12:40:00Z,Daniil Medvedev,Stefanos Tsitsipas,1.35,3.34,0.7122,0.2878,1xBet,tennis_atp_qatar_open,eu
7173f20a3d2e29787fd48f09a512fd98,2026-02-18T14:00:00Z,Andrey Rublev,Fabian Marozsan,1.59,2.42,0.6035,0.3965,1xBet,tennis_atp_qatar_open,eu
a05114f990c6f5a995ad1826b2bd44da,2026-02-18T15:30:00Z,Jakub Mensik,Zhizhen Zhang,1.41,3.02,0.6817,0.3183,1xBet,tennis_atp_qatar_open,eu
4f2984ca9a18407a66f1f4ad9526c681,2026-02-18T16:30:00Z,Alexei Popyrin,Jannik Sinner,22,1.01,0.0439,0.9561,1xBet,tennis_atp_qatar_open,eu
ae7ce76585c530403db919842e72a53f,2026-02-18T18:00:00Z,Carlos Alcaraz,Valentin Royer,1.02,15,0.9363,0.0637,1xBet,tennis_atp_qatar_open,eu
8a40dbe2bd9dbb1f00302924f5391ee3,2026-02-18T10:42:00Z,Antonia Ruzic,Elena Rybakina,1.84,1.88,0.5054,0.4946,Winamax (DE),tennis_wta_dubai,eu
d63eab73cec71c08981d8d1205cec818,2026-02-18T12:00:00Z,Belinda Bencic,Elina Svitolina,2.67,1.48,0.3566,0.6434,Coolbet,tennis_wta_dubai,eu
e988f58563bc53ed962062a7e5e35f84,2026-02-18T15:00:00Z,Coco Gauff,Elise Mertens,1.49,2.7,0.6444,0.3556,1xBet,tennis_wta_dubai,eu
b4dd5281cf04d3133253bcc18672c075,2026-02-18T16:30:00Z,Alexandra Eala,Sorana Cirstea,2.93,1.43,0.3280,0.6720,1xBet,tennis_wta_dubai,eu
cbdd8097172ee3dd2358673c5b82fbbb,2026-02-19T06:00:00Z,Amanda Anisimova,Mirra Andreeva,1.78,2.08,0.5389,0.4611,1xBet,tennis_wta_dubai,eu
5d377c10ef1f213885dc6ea41a118ed1,2026-02-19T06:00:00Z,Clara Tauson,Jessica Pegula,2.79,1.46,0.3435,0.6565,1xBet,tennis_wta_dubai,eu
